Date	2025年07月03日木曜日 09時56分05秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	27485.525188
598.713	27485.525188
598.931	27485.525188
599.148	27485.525188
599.366	0.000000
599.584	0.000000
599.802	174.416001
600.020	65.152132
600.238	174.507578
600.455	212.537034
600.673	167.889514
600.891	59.931293
601.109	59.211487
601.326	59.699024
601.544	58.582009
601.762	58.052329
601.979	58.283959
602.197	58.812037
602.415	59.133902
602.632	58.946574
602.850	59.050060
603.067	59.258169
603.285	59.633253
603.502	59.770122
603.720	59.643502
603.938	59.856747
604.155	60.119218
604.372	60.105144
604.590	60.043411
604.807	60.033222
605.025	60.168460
605.242	60.158037
605.460	60.052024
605.677	59.828968
605.894	59.885169
606.112	60.086119
606.329	60.307565
606.546	60.711237
606.764	61.089845
606.981	61.294475
607.198	61.414816
607.415	61.746032
607.633	62.196525
607.850	62.576154
608.067	63.048498
608.284	63.347412
608.501	63.488201
608.718	63.710758
608.935	63.715876
609.153	63.678485
609.370	63.623728
609.587	63.653129
609.804	63.857241
610.021	63.975362
610.238	64.063492
610.455	64.071160
610.672	63.988228
610.889	64.104783
611.106	64.285813
611.323	64.195513
611.540	64.301883
611.756	64.565854
611.973	64.608869
612.190	64.393494
612.407	64.262180
612.624	64.245270
612.841	64.295852
613.057	64.686053
613.274	65.002236
613.491	65.348992
613.708	66.077935
613.925	66.440720
614.141	66.605983
614.358	67.087505
614.575	67.612287
614.791	68.019648
615.008	68.393561
615.225	68.636109
615.441	68.463652
615.658	68.361765
615.874	68.328180
616.091	68.238616
616.307	68.369571
616.524	68.567802
616.740	68.554819
616.957	68.541946
617.173	68.491960
617.390	68.518001
617.606	68.611902
617.823	69.072882
618.039	69.627744
618.256	69.845642
618.472	70.033332
618.688	70.163800
618.905	70.185274
619.121	70.517331
619.337	70.889320
619.554	71.221616
619.770	71.265819
619.986	71.233035
620.202	71.071195
620.419	70.828394
620.635	70.657764
620.851	70.327686
621.067	70.268144
621.283	70.511892
621.499	70.415769
621.716	69.971802
621.932	69.797032
622.148	69.940128
622.364	70.095254
622.580	70.115002
622.796	70.046268
623.012	70.201867
623.228	70.723068
623.444	71.032088
623.660	71.084326
623.876	71.161022
624.092	71.444170
624.308	71.658998
624.524	71.652289
624.740	71.594512
624.955	71.634826
625.171	71.714428
625.387	71.448653
625.603	71.078803
625.819	71.037411
626.034	71.145829
626.250	71.113158
626.466	71.169348
626.682	71.169164
626.897	71.282323
627.113	71.504640
627.329	71.695364
627.544	71.853979
627.760	72.087081
627.976	72.249642
628.191	72.223764
628.407	72.337558
628.623	72.881159
628.838	73.354510
629.054	73.634423
629.269	73.913772
629.485	74.259508
629.700	74.739432
629.916	75.337188
630.131	75.838207
630.347	76.191047
630.562	76.473188
630.777	76.456136
630.993	76.220654
631.208	76.015264
631.424	75.952983
631.639	75.935352
631.854	75.847738
632.070	75.711584
632.285	75.543016
632.500	75.455013
632.715	75.360052
632.931	75.349599
633.146	75.476215
633.361	75.578681
633.576	75.857683
633.791	75.969686
634.007	75.929593
634.222	76.020293
634.437	76.203798
634.652	76.415346
634.867	76.719254
635.082	77.245047
635.297	77.792365
635.512	78.109161
635.727	78.328593
635.942	78.344752
636.157	78.552314
636.372	78.766922
636.587	78.614918
636.802	78.297999
637.017	78.055965
637.232	77.937945
637.447	77.928856
637.662	77.918380
637.876	77.889156
638.091	77.682142
638.306	77.364952
638.521	77.144066
638.736	77.099581
638.951	77.224236
639.165	77.258649
639.380	77.149486
639.595	76.949046
639.809	76.637736
640.024	76.527462
640.239	76.832814
640.453	77.145074
640.668	77.341038
640.883	77.283020
641.097	77.272546
641.312	77.395570
641.526	77.438422
641.741	77.495118
641.955	77.508547
642.170	77.425290
642.384	77.307564
642.599	77.039529
642.813	77.128690
643.028	77.684388
643.242	78.294089
643.457	78.657530
643.671	78.775793
643.885	78.897717
644.100	78.919602
644.314	79.016220
644.528	79.154924
644.743	79.120795
644.957	79.256739
645.171	79.402709
645.386	79.160406
645.600	78.975436
645.814	78.905303
646.028	79.127819
646.242	79.433838
646.457	79.515232
646.671	79.404186
646.885	79.432451
647.099	79.656709
647.313	79.781489
647.527	79.660043
647.741	79.730734
647.955	79.931511
648.169	80.287477
648.383	80.497275
648.597	80.632488
648.811	80.864112
649.025	81.186237
649.239	81.450830
649.453	81.471432
649.667	81.412667
649.881	81.659624
650.095	81.636081
650.309	81.361779
650.523	81.070529
650.737	80.933878
650.950	80.974235
651.164	81.318227
651.378	81.763050
651.592	81.924278
651.805	81.884411
652.019	81.865073
652.233	81.873402
652.447	82.000517
652.660	82.177403
652.874	82.253057
653.088	82.207219
653.301	82.112648
653.515	81.964364
653.728	81.720729
653.942	81.575985
654.156	81.525354
654.369	81.325346
654.583	80.926115
654.796	80.824077
655.010	80.843672
655.223	80.884815
655.437	80.826201
655.650	80.872632
655.863	80.684183
656.077	80.539063
656.290	80.674565
656.504	80.877904
656.717	81.087104
656.930	81.305786
657.144	81.219686
657.357	81.209922
657.570	81.259020
657.783	81.415030
657.997	81.598690
658.210	81.784943
658.423	81.665232
658.636	81.407715
658.849	81.126648
659.063	80.917558
659.276	80.987725
659.489	81.146524
659.702	81.257095
659.915	81.127924
660.128	80.727380
660.341	80.387420
660.554	80.338216
660.767	80.725872
660.980	81.244575
661.193	81.593824
661.406	81.866269
661.619	82.046392
661.832	82.234777
662.045	82.280670
662.258	82.402352
662.471	82.631271
662.684	82.723363
662.897	82.559863
663.110	81.956256
663.322	81.196758
663.535	80.745585
663.748	80.587876
663.961	80.482270
664.174	80.236789
664.386	80.046466
664.599	80.095427
664.812	80.286549
665.024	80.284392
665.237	80.554312
665.450	81.110865
665.662	81.623318
665.875	82.127834
666.088	82.541594
666.300	82.553542
666.513	82.621878
666.725	82.886710
666.938	83.013671
667.150	83.126430
667.363	83.453524
667.575	83.491500
667.788	83.520336
668.000	83.854201
668.213	84.058418
668.425	83.956896
668.638	83.923256
668.850	84.002537
669.062	84.174900
669.275	84.487132
669.487	84.724371
669.699	84.949452
669.912	85.255435
670.124	85.300173
670.336	84.962067
670.548	84.960110
670.761	85.186338
670.973	85.465604
671.185	85.747252
671.397	85.489305
671.609	85.085175
671.822	84.684727
672.034	84.300706
672.246	83.994468
672.458	83.896695
672.670	84.045364
672.882	84.010753
673.094	83.837186
673.306	83.680828
673.518	83.569374
673.730	83.724195
673.942	83.699803
674.154	83.571760
674.366	83.574951
674.578	83.649997
674.790	83.744850
675.002	83.933108
675.214	83.959416
675.425	83.733320
675.637	83.557550
675.849	83.329912
676.061	82.947677
676.273	82.732790
676.484	82.834800
676.696	83.007956
676.908	83.336001
677.120	83.707794
677.331	83.586428
677.543	83.138985
677.755	82.857287
677.966	82.775471
678.178	82.653896
678.389	82.760517
678.601	83.045498
678.813	83.297598
679.024	83.247527
679.236	82.841680
679.447	82.312888
679.659	81.910685
679.870	81.778606
680.082	81.795850
680.293	81.452620
680.505	81.339732
680.716	81.382367
680.927	81.136190
681.139	80.683346
681.350	80.403722
681.562	80.505851
681.773	80.786458
681.984	80.983525
682.196	81.296819
682.407	81.677445
682.618	82.028626
682.829	82.066548
683.041	82.059292
683.252	82.315011
683.463	82.743174
683.674	83.088168
683.885	83.130829
684.097	82.807239
684.308	82.673400
684.519	82.348385
684.730	81.880376
684.941	81.710090
685.152	81.800882
685.363	81.784146
685.574	81.498345
685.785	81.180448
685.996	80.850950
686.207	80.457782
686.418	80.298098
686.629	80.218027
686.840	80.511660
687.051	80.940267
687.262	81.172097
687.473	81.168300
687.684	81.118520
687.894	81.360459
688.105	81.822070
688.316	82.182282
688.527	82.502767
688.738	82.593265
688.948	82.437406
689.159	82.018039
689.370	81.462146
689.580	81.124875
689.791	81.037249
690.002	80.977533
690.212	80.920383
690.423	80.603763
690.634	80.345047
690.844	80.275215
691.055	80.517880
691.266	80.964428
691.476	81.359000
691.687	81.897172
691.897	82.356860
692.108	82.497090
692.318	82.659085
692.529	82.632517
692.739	82.602393
692.949	82.613973
693.160	82.559961
693.370	82.598901
693.581	82.811097
693.791	83.093837
694.001	83.203024
694.212	83.188416
694.422	83.155701
694.632	82.847029
694.843	82.446200
695.053	82.380787
695.263	82.344179
695.473	82.099475
695.683	81.715181
695.894	81.233995
696.104	80.903474
696.314	80.614749
696.524	80.607562
696.734	80.856841
696.944	81.194252
697.154	81.509900
697.365	81.556013
697.575	81.441538
697.785	81.462908
697.995	81.286247
698.205	80.985702
698.415	80.724563
698.625	80.655226
698.834	80.418154
699.044	79.893135
699.254	79.606693
699.464	79.446132
699.674	79.109443
699.884	78.771143
700.094	78.498848
