Date	2025年07月03日木曜日 09時51分24秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	-8.954072
598.713	-8.954072
598.931	-8.954072
599.148	-8.954072
599.366	0.000000
599.584	0.000000
599.802	0.000000
600.020	0.000000
600.238	0.000000
600.455	-266.894830
600.673	-603.980570
600.891	52.871405
601.109	58.269833
601.326	59.030376
601.544	59.913724
601.762	60.506896
601.979	60.469481
602.197	60.987670
602.415	61.264961
602.632	60.943343
602.850	60.670841
603.067	60.632322
603.285	60.776443
603.502	61.096719
603.720	61.513641
603.938	61.593921
604.155	61.588504
604.372	61.651041
604.590	61.576856
604.807	61.641757
605.025	61.911901
605.242	62.394757
605.460	62.610702
605.677	62.568580
605.894	62.447254
606.112	62.257227
606.329	62.548948
606.546	63.033985
606.764	63.417426
606.981	63.508688
607.198	63.476322
607.415	63.440407
607.633	63.359113
607.850	63.384156
608.067	63.518027
608.284	63.645728
608.501	63.823738
608.718	63.547590
608.935	63.238998
609.153	63.115725
609.370	63.347068
609.587	63.607476
609.804	63.956629
610.021	64.038947
610.238	63.917463
610.455	63.891589
610.672	64.026592
610.889	64.241137
611.106	64.441547
611.323	64.724065
611.540	64.821188
611.756	64.703247
611.973	64.851487
612.190	65.124825
612.407	65.663551
612.624	66.059409
612.841	66.198869
613.057	66.182794
613.274	66.133435
613.491	66.248203
613.708	66.046347
613.925	66.153649
614.141	66.295423
614.358	66.308131
614.575	66.276159
614.791	66.091311
615.008	66.045184
615.225	66.310477
615.441	66.558577
615.658	66.598551
615.874	66.672997
616.091	66.950216
616.307	67.290876
616.524	67.853802
616.740	68.375844
616.957	68.490653
617.173	68.611848
617.390	68.857975
617.606	68.907794
617.823	68.943993
618.039	69.151962
618.256	69.335933
618.472	69.325403
618.688	69.293037
618.905	69.395726
619.121	69.433696
619.337	69.635581
619.554	69.815834
619.770	69.857266
619.986	69.974188
620.202	69.949387
620.419	69.811003
620.635	69.604840
620.851	69.522757
621.067	69.355991
621.283	69.011456
621.499	68.752263
621.716	68.744211
621.932	68.838178
622.148	69.132587
622.364	69.423030
622.580	69.900820
622.796	70.357158
623.012	70.834769
623.228	71.252165
623.444	71.671658
623.660	72.036440
623.876	72.072563
624.092	71.989301
624.308	72.157335
624.524	72.424417
624.740	72.611401
624.955	72.520926
625.171	72.426177
625.387	72.411340
625.603	72.463664
625.819	72.412750
626.034	72.268184
626.250	72.472677
626.466	72.739158
626.682	72.864804
626.897	72.855449
627.113	72.803841
627.329	72.677238
627.544	72.750696
627.760	72.925415
627.976	73.158920
628.191	73.469467
628.407	73.625232
628.623	73.737743
628.838	73.871586
629.054	73.686718
629.269	73.471519
629.485	73.463381
629.700	73.905080
629.916	74.351216
630.131	74.584335
630.347	74.687897
630.562	74.871741
630.777	75.274916
630.993	75.630586
631.208	75.866986
631.424	76.264003
631.639	76.674735
631.854	76.933504
632.070	76.897022
632.285	76.691021
632.500	76.618981
632.715	76.715643
632.931	76.722223
633.146	76.675209
633.361	76.801188
633.576	77.043751
633.791	77.225465
634.007	77.208776
634.222	77.061429
634.437	76.993532
634.652	76.956934
634.867	77.028478
635.082	77.196647
635.297	77.569223
635.512	77.749303
635.727	77.698989
635.942	77.440665
636.157	77.268858
636.372	77.442544
636.587	77.929504
636.802	78.344059
637.017	78.711546
637.232	78.909827
637.447	79.019060
637.662	78.743676
637.876	78.644126
638.091	78.458191
638.306	78.364525
638.521	78.320234
638.736	78.144119
638.951	77.759144
639.165	77.517784
639.380	77.139499
639.595	76.706997
639.809	76.360533
640.024	76.123751
640.239	75.811868
640.453	75.760849
640.668	75.831775
640.883	75.881151
641.097	76.069279
641.312	76.450408
641.526	76.878622
641.741	77.352456
641.955	77.665867
642.170	77.927060
642.384	78.405571
642.599	78.873563
642.813	79.095929
643.028	79.373014
643.242	79.670567
643.457	79.971517
643.671	80.419432
643.885	80.711891
644.100	80.905499
644.314	81.310847
644.528	81.513206
644.743	81.380231
644.957	81.295782
645.171	81.454004
645.386	81.488216
645.600	81.604233
645.814	81.341183
646.028	80.747923
646.242	80.284114
646.457	79.890879
646.671	79.298343
646.885	79.014059
647.099	79.129735
647.313	79.467579
647.527	79.789869
647.741	80.090193
647.955	80.330673
648.169	80.531624
648.383	80.506252
648.597	80.450303
648.811	80.604652
649.025	80.981759
649.239	81.216312
649.453	81.126183
649.667	81.002854
649.881	80.936685
650.095	80.838041
650.309	80.686160
650.523	80.639875
650.737	80.497741
650.950	80.279363
651.164	80.126987
651.378	80.089001
651.592	80.060995
651.805	80.015245
652.019	79.798542
652.233	79.362911
652.447	78.915242
652.660	78.593621
652.874	78.379064
653.088	78.511623
653.301	78.731502
653.515	78.987779
653.728	79.157353
653.942	79.266726
654.156	79.502318
654.369	79.684121
654.583	79.900666
654.796	80.196311
655.010	80.423952
655.223	80.405776
655.437	80.367977
655.650	80.395905
655.863	80.361176
656.077	80.248013
656.290	80.133798
656.504	80.079476
656.717	80.149931
656.930	80.296880
657.144	80.285139
657.357	80.132315
657.570	80.168458
657.783	80.412294
657.997	80.767178
658.210	80.950449
658.423	81.135545
658.636	81.439929
658.849	81.477357
659.063	81.387875
659.276	81.372663
659.489	81.580308
659.702	81.771109
659.915	81.914887
660.128	81.959917
660.341	81.910070
660.554	82.071854
660.767	82.179950
660.980	81.985229
661.193	81.874423
661.406	81.860004
661.619	81.729698
661.832	81.728643
662.045	81.935700
662.258	82.016200
662.471	81.674327
662.684	81.408137
662.897	81.170340
663.110	80.980831
663.322	81.136086
663.535	81.435631
663.748	81.663537
663.961	81.848153
664.174	81.650518
664.386	81.490008
664.599	81.792771
664.812	82.505415
665.024	83.146379
665.237	83.542875
665.450	83.884157
665.662	84.103662
665.875	84.151107
666.088	84.236131
666.300	84.307498
666.513	84.503121
666.725	84.382849
666.938	84.065108
667.150	83.661351
667.363	83.154749
667.575	82.927076
667.788	82.991859
668.000	83.119040
668.213	83.031293
668.425	82.966056
668.638	83.017460
668.850	83.076111
669.062	83.176867
669.275	83.409671
669.487	83.794762
669.699	84.144761
669.912	84.371985
670.124	84.372247
670.336	84.157759
670.548	84.368146
670.761	84.626886
670.973	84.574297
671.185	84.278488
671.397	83.956534
671.609	83.567314
671.822	83.265425
672.034	83.136499
672.246	83.008760
672.458	82.802573
672.670	82.645458
672.882	82.478789
673.094	82.306041
673.306	82.301268
673.518	82.618877
673.730	83.143075
673.942	83.524205
674.154	83.648421
674.366	83.500732
674.578	83.277368
674.790	83.209070
675.002	83.031589
675.214	82.591888
675.425	82.259644
675.637	82.149553
675.849	82.245578
676.061	82.323946
676.273	82.224924
676.484	82.491693
676.696	83.228819
676.908	84.164598
677.120	84.834569
677.331	85.214342
677.543	85.567979
677.755	85.634531
677.966	85.559167
678.178	85.338271
678.389	85.230767
678.601	85.286215
678.813	84.891227
679.024	84.070298
679.236	83.101883
679.447	82.435421
679.659	82.206450
679.870	82.089155
680.082	81.910938
680.293	81.658671
680.505	81.325400
680.716	81.081431
680.927	81.030298
681.139	81.323344
681.350	81.773871
681.562	81.985678
681.773	81.986368
681.984	81.975367
682.196	82.077466
682.407	82.625636
682.618	83.223262
682.829	83.485060
683.041	83.398734
683.252	83.290644
683.463	83.087652
683.674	82.840875
683.885	82.773454
684.097	82.710025
684.308	82.688850
684.519	82.776063
684.730	82.725357
684.941	82.844192
685.152	83.533279
685.363	84.285393
685.574	84.376865
685.785	84.133857
685.996	83.894146
686.207	83.941852
686.418	84.329345
686.629	84.822121
686.840	85.056010
687.051	85.185409
687.262	85.089220
687.473	84.577900
687.684	83.986817
687.894	83.967361
688.105	84.148869
688.316	84.333873
688.527	84.180016
688.738	83.591907
688.948	82.855190
689.159	82.255098
689.370	81.658597
689.580	81.411735
689.791	81.520830
690.002	81.658342
690.212	81.655650
690.423	81.696515
690.634	81.732644
690.844	81.945941
691.055	82.295033
691.266	82.508826
691.476	82.675992
691.687	82.838501
691.897	82.755410
692.108	82.403592
692.318	82.193659
692.529	81.959912
692.739	81.580981
692.949	81.320046
693.160	81.132674
693.370	81.255098
693.581	81.605846
693.791	81.808637
694.001	81.957139
694.212	82.168654
694.422	82.492433
694.632	82.773744
694.843	83.151072
695.053	83.730362
695.263	84.052249
695.473	84.364189
695.683	84.730357
695.894	84.893007
696.104	85.034264
696.314	85.256597
696.524	85.507816
696.734	85.809363
696.944	85.974884
697.154	85.876097
697.365	85.506129
697.575	85.370655
697.785	85.096952
697.995	84.587200
698.205	84.486004
698.415	84.980826
698.625	85.173215
698.834	84.786006
699.044	84.228860
699.254	83.852564
699.464	83.730791
699.674	83.720414
699.884	83.729863
700.094	83.961172
