Date	2025年07月03日木曜日 10時00分48秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	0.000000
598.713	0.000000
598.931	0.000000
599.148	0.000000
599.366	64.234539
599.584	60.406736
599.802	85.377950
600.020	0.000000
600.238	0.000000
600.455	0.000000
600.673	0.000000
600.891	17.807217
601.109	20.074741
601.326	21.231052
601.544	21.699220
601.762	21.981603
601.979	21.927529
602.197	22.199885
602.415	22.495065
602.632	22.820908
602.850	22.956153
603.067	22.934931
603.285	23.022423
603.502	23.182455
603.720	23.253647
603.938	23.269400
604.155	23.428151
604.372	23.617582
604.590	23.734732
604.807	23.768052
605.025	23.899425
605.242	24.154412
605.460	24.385623
605.677	24.479306
605.894	24.680597
606.112	24.907052
606.329	25.158146
606.546	25.177456
606.764	25.310237
606.981	25.344553
607.198	25.281970
607.415	25.330687
607.633	25.315103
607.850	25.400191
608.067	25.735438
608.284	25.947747
608.501	26.103364
608.718	26.294757
608.935	26.538820
609.153	26.837725
609.370	27.169757
609.587	27.675767
609.804	27.889816
610.021	28.078261
610.238	28.260172
610.455	28.364948
610.672	28.464342
610.889	28.591573
611.106	28.789200
611.323	29.079948
611.540	29.159838
611.756	29.317276
611.973	29.411209
612.190	29.624429
612.407	29.796433
612.624	30.012947
612.841	30.384783
613.057	30.844979
613.274	31.183694
613.491	31.331130
613.708	31.519565
613.925	31.763371
614.141	31.943061
614.358	32.242457
614.575	32.532963
614.791	32.924310
615.008	33.260262
615.225	33.363014
615.441	33.480893
615.658	33.543137
615.874	33.510379
616.091	33.482673
616.307	33.606368
616.524	33.724158
616.740	33.663533
616.957	33.590930
617.173	33.649563
617.390	33.807671
617.606	33.998689
617.823	34.172478
618.039	34.466598
618.256	34.896103
618.472	35.204166
618.688	35.496267
618.905	35.831329
619.121	36.375941
619.337	37.008258
619.554	37.397453
619.770	37.577847
619.986	37.780923
620.202	37.811468
620.419	37.820756
620.635	37.927357
620.851	38.161735
621.067	38.420478
621.283	38.721026
621.499	38.886812
621.716	38.917123
621.932	38.979251
622.148	39.139830
622.364	39.349360
622.580	39.831638
622.796	40.356986
623.012	40.730436
623.228	41.159318
623.444	41.393710
623.660	41.487498
623.876	41.783100
624.092	42.122380
624.308	42.364882
624.524	42.815022
624.740	43.110553
624.955	43.092886
625.171	43.299150
625.387	43.598716
625.603	43.732972
625.819	43.965986
626.034	44.199587
626.250	43.983993
626.466	43.846575
626.682	44.144882
626.897	44.338808
627.113	44.508636
627.329	44.861165
627.544	45.086380
627.760	45.304050
627.976	45.530966
628.191	45.637463
628.407	45.839191
628.623	46.520670
628.838	47.075740
629.054	47.194792
629.269	47.295870
629.485	47.638937
629.700	48.048901
629.916	48.138882
630.131	48.066176
630.347	48.054291
630.562	48.121792
630.777	48.257954
630.993	48.248540
631.208	48.335971
631.424	48.601502
631.639	48.758535
631.854	48.772704
632.070	48.697138
632.285	48.896475
632.500	49.366629
632.715	49.742904
632.931	50.206429
633.146	50.509826
633.361	50.555190
633.576	50.554844
633.791	50.457703
634.007	50.566321
634.222	51.012754
634.437	51.541524
634.652	52.081501
634.867	52.449289
635.082	52.745023
635.297	52.775487
635.512	52.798819
635.727	53.162440
635.942	53.601543
636.157	54.101027
636.372	54.426320
636.587	54.421127
636.802	54.370572
637.017	54.274496
637.232	54.234218
637.447	54.468062
637.662	54.927562
637.876	55.358528
638.091	55.647331
638.306	55.979777
638.521	56.245709
638.736	56.404504
638.951	56.516233
639.165	56.646346
639.380	56.790840
639.595	56.886289
639.809	56.830655
640.024	56.848960
640.239	57.077506
640.453	57.230560
640.668	57.297799
640.883	57.523172
641.097	57.827534
641.312	58.219864
641.526	58.483039
641.741	58.647900
641.955	58.795221
642.170	58.955118
642.384	59.011072
642.599	59.023294
642.813	59.021057
643.028	59.067890
643.242	59.041288
643.457	59.171878
643.671	59.346556
643.885	59.517551
644.100	59.934207
644.314	60.431816
644.528	60.839469
644.743	61.305271
644.957	61.669276
645.171	62.125278
645.386	62.432444
645.600	62.674647
645.814	62.842347
646.028	63.084742
646.242	63.534377
646.457	63.584306
646.671	63.606141
646.885	63.682520
647.099	63.502689
647.313	63.427865
647.527	63.472838
647.741	63.556431
647.955	63.849357
648.169	63.843354
648.383	63.300847
648.597	62.608522
648.811	62.283289
649.025	61.932940
649.239	61.750485
649.453	61.903650
649.667	61.954522
649.881	61.901003
650.095	61.749665
650.309	61.454961
650.523	61.534436
650.737	62.115687
650.950	62.754984
651.164	63.266192
651.378	63.751155
651.592	64.065250
651.805	64.242499
652.019	64.413544
652.233	64.507433
652.447	64.681599
652.660	64.879445
652.874	65.024533
653.088	64.849431
653.301	64.697805
653.515	64.672907
653.728	64.717040
653.942	64.998808
654.156	65.266032
654.369	65.559977
654.583	65.985231
654.796	66.560251
655.010	67.011864
655.223	67.168301
655.437	67.390277
655.650	67.589316
655.863	67.556091
656.077	67.569551
656.290	67.393442
656.504	67.283581
656.717	67.236643
656.930	67.210694
657.144	67.082701
657.357	67.020444
657.570	67.170823
657.783	67.400893
657.997	67.673883
658.210	67.951475
658.423	68.158618
658.636	68.220898
658.849	68.207230
659.063	68.205335
659.276	68.217099
659.489	68.411160
659.702	68.519964
659.915	68.545849
660.128	68.695379
660.341	68.859459
660.554	68.940695
660.767	68.845339
660.980	68.891628
661.193	69.084051
661.406	69.307940
661.619	69.323711
661.832	69.023109
662.045	68.877552
662.258	68.965972
662.471	68.945872
662.684	68.759378
662.897	68.840323
663.110	69.022605
663.322	69.037698
663.535	69.069117
663.748	69.146934
663.961	69.461801
664.174	69.799669
664.386	69.775138
664.599	69.605104
664.812	69.672894
665.024	69.932870
665.237	70.072522
665.450	70.394873
665.662	70.941321
665.875	71.341951
666.088	71.596866
666.300	71.688502
666.513	72.070936
666.725	72.808947
666.938	73.327638
667.150	73.359891
667.363	73.347560
667.575	73.453031
667.788	73.386156
668.000	73.167102
668.213	73.011310
668.425	72.791106
668.638	72.626500
668.850	72.400041
669.062	72.043115
669.275	71.928917
669.487	72.041778
669.699	72.137841
669.912	72.079013
670.124	72.024513
670.336	72.040248
670.548	71.883961
670.761	71.868647
670.973	71.886555
671.185	71.712470
671.397	71.627540
671.609	71.608219
671.822	71.801435
672.034	71.981572
672.246	72.201092
672.458	72.460693
672.670	72.570840
672.882	72.625255
673.094	72.579550
673.306	72.711692
673.518	73.035389
673.730	73.361558
673.942	73.790893
674.154	73.946522
674.366	73.731161
674.578	73.388917
674.790	73.237688
675.002	73.368994
675.214	73.468527
675.425	73.478877
675.637	73.388678
675.849	73.321808
676.061	73.373216
676.273	73.188375
676.484	72.967708
676.696	73.077812
676.908	73.424063
677.120	73.590893
677.331	73.703164
677.543	74.072186
677.755	74.719870
677.966	75.162376
678.178	75.274273
678.389	75.201984
678.601	75.235490
678.813	75.310107
679.024	75.286045
679.236	75.174074
679.447	75.116044
679.659	75.059189
679.870	74.987441
680.082	74.734126
680.293	74.595286
680.505	74.727893
680.716	74.699436
680.927	74.664626
681.139	74.739146
681.350	74.894438
681.562	74.993292
681.773	74.960357
681.984	74.553010
682.196	73.841835
682.407	73.216233
682.618	72.749807
682.829	72.370770
683.041	72.357327
683.252	72.458556
683.463	72.739602
683.674	73.141098
683.885	73.372645
684.097	73.552348
684.308	73.870510
684.519	74.313882
684.730	74.815747
684.941	75.281222
685.152	75.711922
685.363	76.000443
685.574	76.057593
685.785	75.707626
685.996	75.223984
686.207	75.114796
686.418	75.202406
686.629	75.457860
686.840	75.853237
687.051	76.006984
687.262	75.929927
687.473	75.691936
687.684	75.469732
687.894	75.414906
688.105	75.383052
688.316	75.276733
688.527	75.008890
688.738	74.693584
688.948	74.318252
689.159	73.832961
689.370	73.538776
689.580	73.191926
689.791	72.791984
690.002	72.436711
690.212	72.018745
690.423	72.041468
690.634	72.269002
690.844	72.402975
691.055	72.599135
691.266	73.049207
691.476	73.664738
691.687	74.135675
691.897	74.460962
692.108	74.880369
692.318	75.250279
692.529	75.598178
692.739	75.715155
692.949	75.879729
693.160	76.114086
693.370	76.122619
693.581	76.065849
693.791	76.089158
694.001	76.178050
694.212	76.363959
694.422	76.469977
694.632	76.393754
694.843	76.092692
695.053	75.831453
695.263	75.538732
695.473	75.442950
695.683	75.781428
695.894	75.971042
696.104	75.878247
696.314	75.797937
696.524	75.839193
696.734	75.709337
696.944	75.781625
697.154	76.190635
697.365	76.387693
697.575	76.525045
697.785	76.671016
697.995	76.461748
698.205	76.417043
698.415	76.627495
698.625	76.670768
698.834	76.796915
699.044	77.228943
699.254	77.502512
699.464	77.773585
699.674	78.230337
699.884	78.364370
700.094	78.327227
