Date	2025年07月03日木曜日 09時56分28秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	27485.525188
598.713	27485.525188
598.931	27485.525188
599.148	27485.525188
599.366	0.000000
599.584	0.000000
599.802	-993.481989
600.020	3.995923
600.238	-37.168867
600.455	222.405770
600.673	178.493320
600.891	79.591983
601.109	76.470705
601.326	74.843480
601.544	73.113300
601.762	72.808263
601.979	73.159949
602.197	73.403783
602.415	73.717425
602.632	73.721805
602.850	73.694192
603.067	74.054783
603.285	74.276057
603.502	74.090308
603.720	73.872692
603.938	74.063976
604.155	74.080771
604.372	73.870776
604.590	73.766785
604.807	73.546282
605.025	73.483279
605.242	73.515338
605.460	73.118513
605.677	72.769672
605.894	72.960028
606.112	73.556587
606.329	74.008245
606.546	74.602877
606.764	75.084709
606.981	75.407974
607.198	75.753789
607.415	76.075384
607.633	76.296652
607.850	76.833377
608.067	77.446593
608.284	77.697610
608.501	77.515536
608.718	77.588385
608.935	77.560964
609.153	77.382277
609.370	77.320982
609.587	77.184613
609.804	77.059512
610.021	77.006992
610.238	76.882258
610.455	76.497764
610.672	76.296924
610.889	76.436451
611.106	76.484852
611.323	76.396313
611.540	76.528255
611.756	76.655662
611.973	76.863570
612.190	77.138386
612.407	77.417205
612.624	77.444805
612.841	77.703902
613.057	78.008100
613.274	78.070518
613.491	78.192109
613.708	78.603961
613.925	78.827914
614.141	78.836227
614.358	78.954512
614.575	79.077879
614.791	78.943032
615.008	78.946185
615.225	78.830897
615.441	78.583008
615.658	78.574370
615.874	78.543686
616.091	78.537652
616.307	78.722760
616.524	78.880445
616.740	78.802767
616.957	78.781239
617.173	78.765982
617.390	78.932245
617.606	79.266189
617.823	79.665535
618.039	79.915082
618.256	80.090655
618.472	80.149092
618.688	80.106213
618.905	80.143181
619.121	80.270866
619.337	80.444933
619.554	80.740167
619.770	80.656836
619.986	80.453696
620.202	80.319698
620.419	80.297610
620.635	80.233736
620.851	80.031522
621.067	79.924265
621.283	80.067838
621.499	80.116704
621.716	79.662659
621.932	79.386513
622.148	79.495915
622.364	79.547948
622.580	79.428953
622.796	79.203134
623.012	79.097361
623.228	79.200286
623.444	79.379005
623.660	79.322419
623.876	79.373731
624.092	79.717228
624.308	79.842530
624.524	79.790567
624.740	79.741015
624.955	79.797895
625.171	79.819365
625.387	79.714832
625.603	79.765742
625.819	79.797012
626.034	79.708408
626.250	79.573361
626.466	79.522278
626.682	79.543872
626.897	79.660047
627.113	79.895311
627.329	80.047874
627.544	80.031838
627.760	79.954755
627.976	79.707171
628.191	79.438532
628.407	79.559230
628.623	80.041825
628.838	80.589115
629.054	80.973113
629.269	81.220068
629.485	81.506215
629.700	81.922657
629.916	82.458482
630.131	82.715174
630.347	82.840310
630.562	83.035638
630.777	83.003501
630.993	82.627020
631.208	82.097314
631.424	81.803196
631.639	81.717070
631.854	81.535365
632.070	81.321902
632.285	81.197680
632.500	81.231452
632.715	81.221019
632.931	81.117503
633.146	81.041978
633.361	80.964824
633.576	81.105413
633.791	81.267036
634.007	81.395303
634.222	81.595642
634.437	81.730006
634.652	82.013840
634.867	82.484432
635.082	83.158231
635.297	83.832922
635.512	84.391315
635.727	84.926690
635.942	85.261469
636.157	85.629218
636.372	85.712180
636.587	85.365859
636.802	85.047726
637.017	84.626572
637.232	84.160266
637.447	83.928964
637.662	83.905582
637.876	83.772141
638.091	83.360276
638.306	82.798571
638.521	82.302456
638.736	82.207348
638.951	82.487294
639.165	82.619549
639.380	82.580654
639.595	82.590356
639.809	82.406002
640.024	82.172673
640.239	82.343321
640.453	82.614532
640.668	82.956772
640.883	83.015620
641.097	82.788557
641.312	82.463325
641.526	82.317596
641.741	82.342827
641.955	82.379713
642.170	82.451640
642.384	82.531277
642.599	82.421115
642.813	82.604108
643.028	83.029153
643.242	83.554222
643.457	83.990382
643.671	84.391755
643.885	84.494027
644.100	84.412787
644.314	84.367771
644.528	84.328978
644.743	84.146378
644.957	84.131819
645.171	84.147645
645.386	83.784526
645.600	83.444361
645.814	83.328384
646.028	83.447629
646.242	83.883558
646.457	84.040292
646.671	83.920693
646.885	83.856666
647.099	84.092932
647.313	84.173503
647.527	83.935211
647.741	84.096260
647.955	84.504607
648.169	85.036497
648.383	85.423351
648.597	85.595485
648.811	85.983229
649.025	86.457300
649.239	86.719655
649.453	86.656349
649.667	86.743831
649.881	87.372559
650.095	87.652017
650.309	87.413814
650.523	86.937769
650.737	86.477348
650.950	86.275984
651.164	86.377363
651.378	86.757173
651.592	86.880914
651.805	86.867862
652.019	87.036713
652.233	86.951506
652.447	86.903254
652.660	87.029554
652.874	87.302121
653.088	87.545255
653.301	87.592983
653.515	87.380569
653.728	87.067395
653.942	87.027729
654.156	86.951626
654.369	86.444414
654.583	85.920536
654.796	85.775316
655.010	85.720596
655.223	85.635473
655.437	85.563280
655.650	85.596574
655.863	85.650408
656.077	85.511047
656.290	85.547775
656.504	85.799142
656.717	85.979922
656.930	85.874221
657.144	85.324173
657.357	84.920732
657.570	84.703931
657.783	84.622687
657.997	84.438954
658.210	84.273641
658.423	84.229473
658.636	84.115017
658.849	83.949423
659.063	83.938196
659.276	84.311444
659.489	84.896560
659.702	85.397367
659.915	85.365172
660.128	84.840804
660.341	84.584373
660.554	84.609688
660.767	84.734752
660.980	84.968425
661.193	85.136468
661.406	85.195493
661.619	85.144585
661.832	85.038655
662.045	84.779083
662.258	84.848688
662.471	85.229641
662.684	85.352405
662.897	85.318695
663.110	85.019336
663.322	84.407389
663.535	83.871699
663.748	83.563205
663.961	83.589071
664.174	83.597780
664.386	83.559325
664.599	83.708114
664.812	83.862930
665.024	83.965895
665.237	84.027053
665.450	84.313610
665.662	84.607939
665.875	84.790975
666.088	84.933668
666.300	84.686124
666.513	84.529929
666.725	84.808345
666.938	84.901832
667.150	84.933208
667.363	85.056310
667.575	85.046435
667.788	84.944752
668.000	85.119835
668.213	85.546358
668.425	85.938906
668.638	86.152293
668.850	86.356346
669.062	86.336643
669.275	86.405607
669.487	86.708192
669.699	87.036827
669.912	87.392749
670.124	87.553135
670.336	87.407550
670.548	87.350013
670.761	87.264097
670.973	87.420882
671.185	87.624424
671.397	87.596618
671.609	87.457917
671.822	87.084388
672.034	86.635246
672.246	86.376104
672.458	86.493129
672.670	86.963878
672.882	86.932659
673.094	86.496122
673.306	86.137073
673.518	85.888670
673.730	85.729506
673.942	85.534996
674.154	85.366337
674.366	85.413709
674.578	85.437311
674.790	85.193177
675.002	84.872243
675.214	84.891706
675.425	84.970301
675.637	84.958970
675.849	84.870702
676.061	84.627848
676.273	84.348904
676.484	84.377173
676.696	84.538679
676.908	84.760506
677.120	84.949182
677.331	84.822808
677.543	84.445700
677.755	84.135925
677.966	84.062734
678.178	83.984238
678.389	84.178433
678.601	84.424206
678.813	84.281597
679.024	83.793175
679.236	83.273289
679.447	82.942946
679.659	82.799812
679.870	82.571149
680.082	82.480285
680.293	82.065566
680.505	81.722824
680.716	81.625418
680.927	81.567991
681.139	81.559884
681.350	81.600992
681.562	81.611199
681.773	81.739283
681.984	81.868632
682.196	82.336427
682.407	82.918052
682.618	83.324532
682.829	83.491249
683.041	83.487777
683.252	83.617305
683.463	83.861908
683.674	84.046497
683.885	84.152821
684.097	83.829414
684.308	83.578849
684.519	83.173143
684.730	82.515558
684.941	82.165699
685.152	82.198378
685.363	82.305809
685.574	82.079284
685.785	81.522591
685.996	81.103427
686.207	80.683332
686.418	80.536530
686.629	80.363495
686.840	80.369262
687.051	80.650698
687.262	80.923034
687.473	80.844717
687.684	80.505904
687.894	80.437099
688.105	80.965861
688.316	81.339379
688.527	81.605233
688.738	81.714755
688.948	81.626871
689.159	81.391412
689.370	80.984777
689.580	80.670165
689.791	80.646051
690.002	80.775788
690.212	80.989290
690.423	80.862938
690.634	80.828093
690.844	80.999768
691.055	81.476375
691.266	81.984713
691.476	82.280047
691.687	82.750738
691.897	83.098030
692.108	83.109198
692.318	83.079495
692.529	82.960177
692.739	82.914233
692.949	82.812020
693.160	82.590616
693.370	82.340255
693.581	82.350480
693.791	82.666902
694.001	82.760381
694.212	82.745116
694.422	82.722206
694.632	82.322590
694.843	81.620715
695.053	81.078246
695.263	80.766747
695.473	80.445550
695.683	79.964740
695.894	79.379973
696.104	78.808071
696.314	78.363732
696.524	78.050374
696.734	77.963973
696.944	78.200643
697.154	78.561906
697.365	78.759772
697.575	78.613186
697.785	78.434094
697.995	78.110416
698.205	77.784306
698.415	77.563601
698.625	77.366888
698.834	77.144278
699.044	76.799936
699.254	76.527615
699.464	76.269286
699.674	75.817902
699.884	75.551217
700.094	75.382014
