Date	2025年07月03日木曜日 09時51分47秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	-9.086262
598.713	-9.086262
598.931	-9.086262
599.148	-9.086262
599.366	0.000000
599.584	0.000000
599.802	0.000000
600.020	0.000000
600.238	0.000000
600.455	-159.334682
600.673	-21.849930
600.891	73.165210
601.109	72.117121
601.326	72.163433
601.544	71.708634
601.762	71.207056
601.979	71.250718
602.197	71.768666
602.415	72.157026
602.632	71.956933
602.850	71.887906
603.067	71.931520
603.285	72.118839
603.502	72.314719
603.720	72.147235
603.938	72.324504
604.155	72.581575
604.372	72.455773
604.590	72.111867
604.807	71.662569
605.025	71.564827
605.242	71.782010
605.460	71.746181
605.677	71.424656
605.894	71.338604
606.112	71.589664
606.329	71.576255
606.546	71.545410
606.764	71.768817
606.981	72.041315
607.198	72.293293
607.415	72.293174
607.633	72.073543
607.850	72.093869
608.067	72.409693
608.284	72.452745
608.501	72.562396
608.718	72.558771
608.935	72.549385
609.153	72.613604
609.370	72.729708
609.587	72.476966
609.804	72.487137
610.021	72.606989
610.238	72.454650
610.455	72.232448
610.672	72.187388
610.889	72.025712
611.106	71.941412
611.323	72.025083
611.540	72.039998
611.756	71.945072
611.973	72.466954
612.190	73.053238
612.407	73.517839
612.624	73.973907
612.841	74.120820
613.057	74.113253
613.274	74.308901
613.491	74.561851
613.708	74.675271
613.925	74.920822
614.141	74.968702
614.358	74.899396
614.575	74.802192
614.791	74.671543
615.008	74.528090
615.225	74.723543
615.441	74.918777
615.658	74.801908
615.874	74.632322
616.091	74.573855
616.307	74.394655
616.524	74.562652
616.740	74.951745
616.957	75.113109
617.173	75.153109
617.390	75.239210
617.606	75.036915
617.823	74.917692
618.039	75.011997
618.256	75.570299
618.472	75.972741
618.688	76.271261
618.905	76.600341
619.121	76.562637
619.337	76.521762
619.554	76.597221
619.770	76.766752
619.986	77.106098
620.202	77.578999
620.419	77.898140
620.635	77.719888
620.851	77.577454
621.067	77.594641
621.283	77.575805
621.499	77.548951
621.716	77.645086
621.932	77.781106
622.148	77.991056
622.364	78.366034
622.580	78.572168
622.796	78.785029
623.012	79.101966
623.228	79.242445
623.444	79.412589
623.660	79.544308
623.876	79.637942
624.092	79.667314
624.308	79.728027
624.524	79.921854
624.740	79.887885
624.955	79.775315
625.171	79.788136
625.387	79.785692
625.603	79.901849
625.819	79.766281
626.034	79.421825
626.250	79.254704
626.466	79.397349
626.682	79.726704
626.897	79.935172
627.113	80.254569
627.329	80.218804
627.544	80.097488
627.760	80.323956
627.976	80.611982
628.191	80.894445
628.407	81.011756
628.623	81.127831
628.838	81.074879
629.054	80.824264
629.269	80.613428
629.485	80.447184
629.700	80.770308
629.916	81.054117
630.131	81.086537
630.347	81.102850
630.562	81.285498
630.777	81.731651
630.993	82.170468
631.208	82.482764
631.424	82.560679
631.639	82.458103
631.854	82.362620
632.070	82.231647
632.285	82.122950
632.500	82.052848
632.715	82.072927
632.931	82.041045
633.146	82.136079
633.361	82.398742
633.576	82.606010
633.791	82.726120
634.007	82.749353
634.222	82.761487
634.437	82.697492
634.652	82.534379
634.867	82.415156
635.082	82.476944
635.297	82.844232
635.512	83.023519
635.727	82.675233
635.942	82.285916
636.157	82.359107
636.372	82.780573
636.587	83.164580
636.802	83.449346
637.017	83.847231
637.232	84.280168
637.447	84.573730
637.662	84.473624
637.876	84.319565
638.091	84.006681
638.306	84.029150
638.521	84.309137
638.736	84.225432
638.951	83.921420
639.165	83.712244
639.380	83.303048
639.595	82.657499
639.809	81.917814
640.024	81.420662
640.239	81.145281
640.453	81.484167
640.668	81.517318
640.883	80.991560
641.097	80.888334
641.312	81.049987
641.526	81.240082
641.741	81.599476
641.955	82.020893
642.170	82.511618
642.384	82.913819
642.599	83.109907
642.813	83.099086
643.028	83.301604
643.242	83.577171
643.457	83.752493
643.671	84.076364
643.885	84.322950
644.100	84.606630
644.314	84.797398
644.528	84.866308
644.743	84.962752
644.957	85.144931
645.171	85.349933
645.386	85.392750
645.600	85.700081
645.814	85.662614
646.028	85.339126
646.242	85.060449
646.457	84.677174
646.671	84.169990
646.885	83.883940
647.099	83.869463
647.313	84.006984
647.527	84.233102
647.741	84.630892
647.955	84.776416
648.169	84.843261
648.383	84.699485
648.597	84.594179
648.811	84.650101
649.025	85.029106
649.239	85.214710
649.453	85.018545
649.667	84.734159
649.881	84.532878
650.095	84.308890
650.309	84.127019
650.523	83.968441
650.737	83.814192
650.950	83.661375
651.164	83.517748
651.378	83.463904
651.592	83.408638
651.805	83.369701
652.019	83.362488
652.233	82.930340
652.447	82.345371
652.660	81.834560
652.874	81.511180
653.088	81.465194
653.301	81.527084
653.515	81.846077
653.728	81.947099
653.942	81.955595
654.156	82.182317
654.369	82.398458
654.583	82.808969
654.796	83.388586
655.010	83.843026
655.223	84.068424
655.437	84.299814
655.650	84.588450
655.863	84.593152
656.077	84.345530
656.290	84.216110
656.504	84.109987
656.717	84.219787
656.930	84.258273
657.144	84.118002
657.357	84.126607
657.570	84.419801
657.783	84.783893
657.997	85.009244
658.210	84.996959
658.423	85.198999
658.636	85.544513
658.849	85.636609
659.063	85.368979
659.276	85.391798
659.489	85.644878
659.702	85.704198
659.915	85.638657
660.128	85.423340
660.341	85.425316
660.554	85.684075
660.767	85.840127
660.980	85.651339
661.193	85.506137
661.406	85.514504
661.619	85.445885
661.832	85.345946
662.045	85.478756
662.258	85.432336
662.471	85.389163
662.684	85.232787
662.897	85.078972
663.110	85.061040
663.322	85.540395
663.535	86.134766
663.748	86.313569
663.961	86.384342
664.174	86.390862
664.386	86.133275
664.599	86.158955
664.812	86.293493
665.024	86.311271
665.237	86.300460
665.450	86.330585
665.662	86.217586
665.875	85.968661
666.088	86.150221
666.300	86.378226
666.513	86.531370
666.725	86.734705
666.938	86.846942
667.150	86.724892
667.363	86.597525
667.575	86.565482
667.788	86.742539
668.000	86.828115
668.213	86.731800
668.425	86.414740
668.638	86.179037
668.850	86.081397
669.062	86.061843
669.275	86.216661
669.487	86.466829
669.699	86.535642
669.912	86.545587
670.124	86.438805
670.336	86.354700
670.548	86.519334
670.761	86.697921
670.973	86.706043
671.185	86.338253
671.397	85.862269
671.609	85.327190
671.822	85.066926
672.034	85.199303
672.246	85.316164
672.458	85.293567
672.670	84.960400
672.882	84.710714
673.094	84.847505
673.306	85.198501
673.518	85.914670
673.730	86.648824
673.942	87.169501
674.154	87.426051
674.366	87.344061
674.578	87.235717
674.790	87.075010
675.002	86.953500
675.214	86.649764
675.425	86.403632
675.637	86.075826
675.849	85.704028
676.061	85.513323
676.273	85.339447
676.484	85.293003
676.696	85.569859
676.908	85.907994
677.120	86.384301
677.331	87.119449
677.543	87.769095
677.755	87.857174
677.966	87.789097
678.178	87.778377
678.389	87.768329
678.601	87.948179
678.813	88.010973
679.024	87.612431
679.236	86.813945
679.447	86.033025
679.659	85.266753
679.870	84.576151
680.082	83.941240
680.293	83.546124
680.505	83.213607
680.716	82.845540
680.927	82.703740
681.139	82.937071
681.350	83.307598
681.562	83.645623
681.773	83.817404
681.984	83.914472
682.196	84.031862
682.407	84.636215
682.618	85.206782
682.829	85.268730
683.041	85.215694
683.252	84.966059
683.463	84.455797
683.674	83.977033
683.885	83.873182
684.097	83.968232
684.308	84.168575
684.519	84.587630
684.730	84.768323
684.941	84.910834
685.152	85.552310
685.363	86.252695
685.574	86.571141
685.785	86.567290
685.996	86.605251
686.207	86.881916
686.418	87.449181
686.629	88.065781
686.840	88.308650
687.051	88.247301
687.262	88.077719
687.473	87.754270
687.684	87.178451
687.894	86.796336
688.105	86.668186
688.316	86.522222
688.527	86.125600
688.738	85.326565
688.948	84.256730
689.159	83.376991
689.370	82.730551
689.580	82.343966
689.791	82.219749
690.002	82.428253
690.212	82.751850
690.423	82.987201
690.634	83.373043
690.844	83.801567
691.055	84.172863
691.266	84.558339
691.476	84.722059
691.687	84.843995
691.897	84.819034
692.108	84.701798
692.318	84.609979
692.529	84.378117
692.739	84.068876
692.949	83.635119
693.160	83.349110
693.370	83.505876
693.581	83.811993
693.791	84.093872
694.001	84.369884
694.212	84.645395
694.422	84.782531
694.632	84.734734
694.843	84.940726
695.053	85.469971
695.263	85.851834
695.473	86.090970
695.683	86.075024
695.894	85.913074
696.104	85.848938
696.314	85.858843
696.524	86.001853
696.734	86.163217
696.944	86.486288
697.154	86.595984
697.365	86.268196
697.575	86.216612
697.785	86.177238
697.995	86.140883
698.205	86.362397
698.415	86.861894
698.625	87.199717
698.834	87.032790
699.044	86.760753
699.254	86.523132
699.464	86.495350
699.674	86.508122
699.884	86.282825
700.094	86.118742
