Date	2025年07月03日木曜日 09時46分49秒
Spectrometers	SR401765
ダーク	使用
リファレンス	使用
積分時間[msec]	300
平均回数	1
ｽﾑｰｼﾞﾝｸﾞ	5
Electrical Dark	USE
ピクセル数	3648
計測モード	反射率
保存開始波長[nm]	598.495
保存終了波長[nm]	1274.802
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
598.495	0.000000
598.713	0.000000
598.931	0.000000
599.148	0.000000
599.366	0.000000
599.584	0.000000
599.802	0.000000
600.020	-56.867981
600.238	68.804559
600.455	-459.470138
600.673	0.000000
600.891	12.764408
601.109	17.878139
601.326	19.285180
601.544	20.190994
601.762	20.575772
601.979	20.665737
602.197	20.869689
602.415	20.830005
602.632	20.809419
602.850	20.839894
603.067	20.809569
603.285	21.044750
603.502	21.281153
603.720	21.466519
603.938	21.589035
604.155	21.805114
604.372	22.104374
604.590	22.309934
604.807	22.593727
605.025	22.714707
605.242	22.835889
605.460	23.059640
605.677	23.258955
605.894	23.475577
606.112	23.667023
606.329	23.775336
606.546	23.811109
606.764	23.882996
606.981	24.182611
607.198	24.488894
607.415	24.806403
607.633	25.149522
607.850	25.533171
608.067	25.673781
608.284	25.735091
608.501	25.900421
608.718	26.115583
608.935	26.316296
609.153	26.474978
609.370	26.476295
609.587	26.628921
609.804	26.799923
610.021	26.929206
610.238	26.886919
610.455	27.069163
610.672	27.232372
610.889	27.398027
611.106	27.512875
611.323	27.756774
611.540	28.106435
611.756	28.328216
611.973	28.379874
612.190	28.498873
612.407	28.708585
612.624	28.984287
612.841	29.152324
613.057	29.426381
613.274	29.535034
613.491	29.688744
613.708	29.963523
613.925	30.094856
614.141	30.251773
614.358	30.422265
614.575	30.637886
614.791	30.784989
615.008	30.892008
615.225	31.223453
615.441	31.547317
615.658	31.743698
615.874	32.116939
616.091	32.294246
616.307	32.583339
616.524	32.846816
616.740	33.126831
616.957	33.318256
617.173	33.509473
617.390	33.909760
617.606	34.229803
617.823	34.575148
618.039	34.813209
618.256	34.880886
618.472	35.134831
618.688	35.301428
618.905	35.633589
619.121	36.122649
619.337	36.487075
619.554	36.821239
619.770	37.004377
619.986	37.051794
620.202	37.031597
620.419	37.211154
620.635	37.411694
620.851	37.505257
621.067	37.707815
621.283	37.769550
621.499	37.641579
621.716	37.715615
621.932	37.887659
622.148	38.208122
622.364	38.418437
622.580	38.564983
622.796	38.919128
623.012	39.364550
623.228	39.621783
623.444	39.789329
623.660	40.110526
623.876	40.567112
624.092	41.093985
624.308	41.334793
624.524	41.368802
624.740	41.499455
624.955	41.655182
625.171	41.712341
625.387	41.768822
625.603	42.055352
625.819	42.418779
626.034	42.704898
626.250	43.053033
626.466	43.266155
626.682	43.689145
626.897	43.935950
627.113	44.173806
627.329	44.528551
627.544	44.787668
627.760	44.899451
627.976	44.880697
628.191	44.875103
628.407	44.916308
628.623	44.867347
628.838	44.826773
629.054	44.816210
629.269	45.052168
629.485	45.565177
629.700	45.927785
629.916	46.264801
630.131	46.617628
630.347	46.910419
630.562	47.284002
630.777	47.639215
630.993	47.855699
631.208	48.158506
631.424	48.577548
631.639	49.068638
631.854	49.295635
632.070	49.636580
632.285	49.962672
632.500	50.336339
632.715	50.773667
632.931	51.080197
633.146	51.256422
633.361	51.546274
633.576	51.944219
633.791	52.220431
634.007	52.318886
634.222	52.428828
634.437	52.588290
634.652	52.736156
634.867	52.938759
635.082	53.241086
635.297	53.437496
635.512	53.561593
635.727	53.703418
635.942	53.678694
636.157	53.691158
636.372	53.737927
636.587	53.752667
636.802	53.631410
637.017	53.709020
637.232	53.758541
637.447	53.648718
637.662	53.547349
637.876	53.702380
638.091	53.863075
638.306	53.972217
638.521	54.106131
638.736	54.252455
638.951	54.290235
639.165	54.486800
639.380	54.637138
639.595	54.793076
639.809	54.979975
640.024	55.111849
640.239	55.119558
640.453	55.266974
640.668	55.556794
640.883	55.752325
641.097	55.915777
641.312	56.238423
641.526	56.517368
641.741	56.771129
641.955	57.003161
642.170	57.379902
642.384	57.851363
642.599	58.123473
642.813	58.168903
643.028	58.302099
643.242	58.537748
643.457	58.715122
643.671	58.865509
643.885	58.832644
644.100	58.774309
644.314	58.812401
644.528	58.651857
644.743	58.555773
644.957	58.660997
645.171	58.917281
645.386	58.914042
645.600	58.887511
645.814	58.993674
646.028	59.175141
646.242	59.549315
646.457	59.843958
646.671	59.861764
646.885	60.035526
647.099	60.273698
647.313	60.568543
647.527	60.734326
647.741	60.723831
647.955	60.565101
648.169	60.561399
648.383	60.615337
648.597	60.723566
648.811	60.810852
649.025	61.007852
649.239	61.327302
649.453	61.605847
649.667	61.870761
649.881	62.110435
650.095	62.591669
650.309	63.223586
650.523	63.676002
650.737	64.053040
650.950	64.244126
651.164	64.368625
651.378	64.737745
651.592	65.032605
651.805	65.308818
652.019	65.542795
652.233	65.628092
652.447	65.715328
652.660	65.703648
652.874	65.765017
653.088	65.844401
653.301	65.908380
653.515	66.037436
653.728	65.989910
653.942	65.907595
654.156	65.882555
654.369	65.834740
654.583	65.899177
654.796	66.111661
655.010	66.302213
655.223	66.334905
655.437	66.300547
655.650	66.291017
655.863	66.382620
656.077	66.605755
656.290	66.807376
656.504	66.982999
656.717	67.102571
656.930	67.253962
657.144	67.239883
657.357	67.419494
657.570	67.689705
657.783	67.948772
657.997	68.155217
658.210	68.485649
658.423	68.738526
658.636	68.785426
658.849	68.790395
659.063	68.703457
659.276	68.672974
659.489	68.645138
659.702	68.540913
659.915	68.601936
660.128	68.690803
660.341	68.781251
660.554	68.850965
660.767	68.815994
660.980	68.870214
661.193	68.984457
661.406	69.222572
661.619	69.421479
661.832	69.555192
662.045	69.648996
662.258	69.619067
662.471	69.604874
662.684	69.862257
662.897	69.870916
663.110	69.828289
663.322	69.724449
663.535	69.605946
663.748	69.739441
663.961	69.992120
664.174	70.226236
664.386	70.363897
664.599	70.437266
664.812	70.669464
665.024	70.792599
665.237	70.984971
665.450	71.126734
665.662	71.198473
665.875	71.201212
666.088	71.000981
666.300	70.762970
666.513	70.714848
666.725	70.801467
666.938	70.810063
667.150	70.706835
667.363	70.521650
667.575	70.635008
667.788	70.882722
668.000	71.133981
668.213	71.337260
668.425	71.614360
668.638	71.828749
668.850	71.927778
669.062	71.938012
669.275	72.119049
669.487	72.516964
669.699	72.801051
669.912	72.730780
670.124	72.600115
670.336	72.578015
670.548	72.512216
670.761	72.546431
670.973	72.625077
671.185	72.731938
671.397	72.943517
671.609	73.116516
671.822	72.935747
672.034	72.895905
672.246	72.977309
672.458	73.069292
672.670	73.184412
672.882	73.344929
673.094	73.205605
673.306	73.172746
673.518	73.234440
673.730	73.235102
673.942	73.191722
674.154	73.139776
674.366	73.094324
674.578	73.202025
674.790	73.311552
675.002	73.225842
675.214	73.230591
675.425	73.526208
675.637	73.768812
675.849	73.850878
676.061	74.000946
676.273	74.238935
676.484	74.337632
676.696	74.335450
676.908	74.190246
677.120	74.234057
677.331	74.282822
677.543	74.219848
677.755	74.099698
677.966	73.963625
678.178	73.832825
678.389	73.493423
678.601	73.017580
678.813	72.970352
679.024	73.116234
679.236	73.204476
679.447	73.132450
679.659	73.265402
679.870	73.630907
680.082	73.776284
680.293	73.678476
680.505	73.676628
680.716	73.898705
680.927	74.372305
681.139	74.524429
681.350	74.424707
681.562	74.174981
681.773	74.086663
681.984	74.165867
682.196	74.124488
682.407	74.115228
682.618	74.224738
682.829	74.368622
683.041	74.427077
683.252	74.397706
683.463	74.564269
683.674	74.818782
683.885	75.425727
684.097	75.783493
684.308	75.824401
684.519	75.767606
684.730	75.810830
684.941	75.874859
685.152	75.714105
685.363	75.511821
685.574	75.377818
685.785	75.199857
685.996	75.107385
686.207	75.005629
686.418	74.911189
686.629	74.854987
686.840	74.786154
687.051	74.649866
687.262	74.552980
687.473	74.648569
687.684	74.924565
687.894	75.023460
688.105	74.938726
688.316	74.673278
688.527	74.397606
688.738	74.574667
688.948	75.026618
689.159	75.322387
689.370	75.661824
689.580	76.018253
689.791	76.162176
690.002	76.153644
690.212	76.165018
690.423	76.432144
690.634	76.754764
690.844	77.048013
691.055	77.092573
691.266	76.992803
691.476	77.129700
691.687	77.172000
691.897	77.097796
692.108	77.223236
692.318	77.498940
692.529	77.593745
692.739	77.525809
692.949	77.561424
693.160	77.437152
693.370	77.312450
693.581	77.225996
693.791	77.095638
694.001	77.082868
694.212	77.064472
694.422	77.200372
694.632	77.294982
694.843	77.400990
695.053	77.542242
695.263	77.755257
695.473	78.029143
695.683	78.148208
695.894	78.302151
696.104	78.387915
696.314	78.286179
696.524	78.202019
696.734	77.705363
696.944	77.244474
697.154	77.228312
697.365	77.092931
697.575	76.743270
697.785	76.428304
697.995	76.166458
698.205	75.920565
698.415	75.819620
698.625	75.929495
698.834	76.188959
699.044	76.522144
699.254	76.694715
699.464	76.561732
699.674	76.526700
699.884	76.715554
700.094	76.986335
